LINCS_ID	LINCS_name	TCGA_ID
7559	ZNF12	ENSG00000164631
93664	CADPS2	ENSG00000081803
55604	LRRC16A	ENSG00000079691
55016	MARCH1	ENSG00000145416
79649	MAP7D3	ENSG00000129680
10347	ABCA7	ENSG00000064687
64506	CPEB1	ENSG00000214575
5866	RAB3IL1	ENSG00000167994
79838	TMC5	ENSG00000103534
80746	TSEN2	ENSG00000154743
79627	OGFRL1	ENSG00000119900
55812	SPATA7	ENSG00000042317
51365	PLA1A	ENSG00000144837
54970	TTC12	ENSG00000149292
54892	NCAPG2	ENSG00000146918
55260	TMEM143	ENSG00000161558
51611	DPH5	ENSG00000117543
51286	CEND1	ENSG00000184524
79648	MCPH1	ENSG00000147316
51296	SLC15A3	ENSG00000110446
4815	NINJ2	ENSG00000171840
56906	THAP10	ENSG00000129028
53905	DUOX1	ENSG00000137857
51389	RWDD1	ENSG00000111832
757	TMEM50B	ENSG00000142188
26148	C10orf12	ENSG00000196233
63895	PIEZO2	ENSG00000154864
7769	ZNF226	ENSG00000167380
51338	MS4A4A	ENSG00000110079
81545	FBXO38	ENSG00000145868
79446	WDR25	ENSG00000176473
64283	ARHGEF28	ENSG00000214944
64793	CEP85	ENSG00000130695
2266	FGG	ENSG00000171557
51548	SIRT6	ENSG00000077463
54716	SLC6A20	ENSG00000163817
8645	KCNK5	ENSG00000164626
79611	ACSS3	ENSG00000111058
79823	CAMKMT	ENSG00000143919
51135	IRAK4	ENSG00000198001
54769	DIRAS2	ENSG00000165023
54863	TOR4A	ENSG00000198113
63967	CLSPN	ENSG00000092853
55647	RAB20	ENSG00000139832
79913	ACTR5	ENSG00000101442
9530	BAG4	ENSG00000156735
10087	COL4A3BP	ENSG00000113163
79970	ZNF767P	ENSG00000133624
64393	ZMAT3	ENSG00000172667
55007	FAM118A	ENSG00000100376
10158	PDZK1IP1	ENSG00000162366
29967	LRP12	ENSG00000147650
7442	TRPV1	ENSG00000196689
79183	TTPAL	ENSG00000124120
50515	CHST11	ENSG00000171310
80095	ZNF606	ENSG00000166704
80210	ARMC9	ENSG00000135931
26263	FBXO22	ENSG00000167196
56965	PARP6	ENSG00000137817
24146	CLDN15	ENSG00000106404
55070	DET1	ENSG00000140543
51555	PEX5L	ENSG00000114757
53353	LRP1B	ENSG00000168702
51134	CEP83	ENSG00000173588
844	CASQ1	ENSG00000143318
54849	DEF8	ENSG00000140995
64091	POPDC2	ENSG00000121577
55686	MREG	ENSG00000118242
29929	ALG6	ENSG00000088035
54821	ERCC6L	ENSG00000186871
55211	DPPA4	ENSG00000121570
79742	CXorf36	ENSG00000147113
149986	LSM14B	ENSG00000149657
9200	HACD1	ENSG00000165996
79783	SUGCT	ENSG00000175600
51294	PCDH12	ENSG00000113555
51274	KLF3	ENSG00000109787
79810	PTCD2	ENSG00000049883
51761	ATP8A2	ENSG00000132932
64901	RANBP17	ENSG00000204764
79074	C2orf49	ENSG00000135974
80757	TMEM121	ENSG00000184986
26063	DECR2	ENSG00000242612
79873	NUDT18	ENSG00000275074
64231	MS4A6A	ENSG00000110077
55024	BANK1	ENSG00000153064
78997	GDAP1L1	ENSG00000124194
57126	CD177	ENSG00000204936
79656	BEND5	ENSG00000162373
51440	HPCAL4	ENSG00000116983
51327	AHSP	ENSG00000169877
254394	MCM9	ENSG00000111877
80146	UXS1	ENSG00000115652
80345	ZSCAN16	ENSG00000196812
80176	SPSB1	ENSG00000171621
79671	NLRX1	ENSG00000160703
80223	RAB11FIP1	ENSG00000156675
6926	TBX3	ENSG00000135111
7976	FZD3	ENSG00000104290
64108	RTP4	ENSG00000136514
59353	TMEM35	ENSG00000126950
55351	STK32B	ENSG00000152953
55733	HHAT	ENSG00000054392
55212	BBS7	ENSG00000138686
56920	SEMA3G	ENSG00000010319
79713	IGFLR1	ENSG00000126246
54809	SAMD9	ENSG00000205413
79412	KREMEN2	ENSG00000131650
56895	AGPAT4	ENSG00000026652
54491	FAM105A	ENSG00000145569
55512	SMPD3	ENSG00000103056
163486	DENND1B	ENSG00000213047
9956	HS3ST2	ENSG00000122254
64863	METTL4	ENSG00000101574
55203	LGI2	ENSG00000153012
57125	PLXDC1	ENSG00000161381
29767	TMOD2	ENSG00000128872
10761	PLAC1	ENSG00000170965
55329	MNS1	ENSG00000138587
51087	YBX2	ENSG00000006047
79832	QSER1	ENSG00000060749
55317	AP5S1	ENSG00000125843
27132	CPNE7	ENSG00000178773
56953	NT5M	ENSG00000205309
65990	FAM173A	ENSG00000103254
79628	SH3TC2	ENSG00000169247
54807	ZNF586	ENSG00000083828
55799	CACNA2D3	ENSG00000157445
55775	TDP1	ENSG00000042088
80830	APOL6	ENSG00000221963
54876	DCAF16	ENSG00000163257
55277	FGGY	ENSG00000172456
51751	HIGD1B	ENSG00000131097
55668	GPATCH2L	ENSG00000089916
79153	GDPD3	ENSG00000102886
56894	AGPAT3	ENSG00000160216
9840	TESPA1	ENSG00000135426
54209	TREM2	ENSG00000095970
54413	NLGN3	ENSG00000196338
50506	DUOX2	ENSG00000140279
9499	MYOT	ENSG00000120729
51450	PRRX2	ENSG00000167157
387707	CC2D2B	ENSG00000188649
54886	PLPPR1	ENSG00000148123
10998	SLC27A5	ENSG00000083807
54847	SIDT1	ENSG00000072858
29842	TFCP2L1	ENSG00000115112
55521	TRIM36	ENSG00000152503
5101	PCDH9	ENSG00000184226
54546	RNF186	ENSG00000178828
79805	VASH2	ENSG00000143494
79818	ZNF552	ENSG00000178935
80758	PRR7	ENSG00000131188
23493	HEY2	ENSG00000135547
64122	FN3K	ENSG00000167363
79847	MFSD13A	ENSG00000138111
8110	DPF3	ENSG00000205683
79625	NDNF	ENSG00000173376
79865	TREML2	ENSG00000112195
63898	SH2D4A	ENSG00000104611
55314	TMEM144	ENSG00000164124
79918	SETD6	ENSG00000103037
8437	RASAL1	ENSG00000111344
10734	STAG3	ENSG00000066923
55285	RBM41	ENSG00000089682
57332	CBX8	ENSG00000141570
79983	POF1B	ENSG00000124429
54916	TMEM260	ENSG00000070269
79989	TTC26	ENSG00000105948
64167	ERAP2	ENSG00000164308
64130	LIN7B	ENSG00000104863
51267	CLEC1A	ENSG00000150048
25873	RPL36	ENSG00000130255
57706	DENND1A	ENSG00000119522
11211	FZD10	ENSG00000111432
79673	ZNF329	ENSG00000181894
80776	B9D2	ENSG00000123810
9946	CRYZL1	ENSG00000205758
79679	VTCN1	ENSG00000134258
3619	INCENP	ENSG00000149503
79712	GTDC1	ENSG00000121964
54885	TBC1D8B	ENSG00000133138
23676	SMPX	ENSG00000091482
50507	NOX4	ENSG00000086991
474344	GIMAP6	ENSG00000133561
23414	ZFPM2	ENSG00000169946
79776	ZFHX4	ENSG00000091656
51333	ZNF771	ENSG00000179965
54978	SLC35F6	ENSG00000213699
9633	MTL5	ENSG00000132749
1894	ECT2	ENSG00000114346
4883	NPR3	ENSG00000113389
79804	HAND2-AS1	ENSG00000237125
79814	AGMAT	ENSG00000116771
64089	SNX16	ENSG00000104497
11254	SLC6A14	ENSG00000268104
53841	CDHR5	ENSG00000099834
11320	MGAT4A	ENSG00000071073
56257	MEPCE	ENSG00000146834
10170	DHRS9	ENSG00000073737
79896	THNSL1	ENSG00000185875
80778	ZNF34	ENSG00000196378
79912	PYROXD1	ENSG00000121350
27329	ANGPTL3	ENSG00000132855
79933	SYNPO2L	ENSG00000166317
63932	CXorf56	ENSG00000018610
56935	SMCO4	ENSG00000166002
53916	RAB4B	ENSG00000167578
54853	WDR55	ENSG00000120314
80124	VCPIP1	ENSG00000175073
9113	LATS1	ENSG00000131023
55796	MBNL3	ENSG00000076770
79690	GAL3ST4	ENSG00000197093
55147	RBM23	ENSG00000100461
55094	GPATCH1	ENSG00000076650
28957	MRPS28	ENSG00000147586
28968	SLC6A16	ENSG00000063127
54438	GFOD1	ENSG00000145990
9617	MTRF1	ENSG00000120662
79727	LIN28A	ENSG00000131914
26266	SLC13A4	ENSG00000164707
56603	CYP26B1	ENSG00000003137
79744	ZNF419	ENSG00000105136
7352	UCP3	ENSG00000175564
55684	RABL6	ENSG00000196642
26548	ITGB1BP2	ENSG00000147166
10743	RAI1	ENSG00000108557
51265	CDKL3	ENSG00000006837
3229	HOXC13	ENSG00000123364
114327	EFHC1	ENSG00000096093
79800	CARF	ENSG00000138380
56978	PRDM8	ENSG00000152784
79413	ZBED2	ENSG00000177494
54360	CYTL1	ENSG00000170891
64927	TTC23	ENSG00000103852
27004	TCL6	ENSG00000187621
57379	AICDA	ENSG00000111732
54622	ARL15	ENSG00000185305
3652	IPP	ENSG00000197429
55088	CCDC186	ENSG00000165813
56033	BARX1	ENSG00000131668
79885	HDAC11	ENSG00000163517
9668	ZNF432	ENSG00000256087
79891	ZNF671	ENSG00000083814
26298	EHF	ENSG00000135373
79898	ZNF613	ENSG00000176024
79906	MORN1	ENSG00000116151
79147	FKRP	ENSG00000181027
7561	ZNF14	ENSG00000105708
55190	NUDT11	ENSG00000196368
79098	C1orf116	ENSG00000182795
79949	PLEKHS1	ENSG00000148735
54842	MFSD6	ENSG00000151690
26253	CLEC4E	ENSG00000166523
80741	LY6G5C	ENSG00000204428
55192	DNAJC17	ENSG00000104129
26502	NARF	ENSG00000141562
51191	HERC5	ENSG00000138646
11123	RCAN3	ENSG00000117602
29092	LINC00339	ENSG00000218510
140578	CHODL	ENSG00000154645
51479	ANKFY1	ENSG00000185722
80063	ATF7IP2	ENSG00000166669
79667	KLF3-AS1	ENSG00000231160
51313	FAM198B	ENSG00000164125
78989	COLEC11	ENSG00000118004
84561	SLC12A8	ENSG00000221955
55592	GOLGA2P5	ENSG00000238105
79698	ZMAT4	ENSG00000165061
51621	KLF13	ENSG00000169926
78995	C17orf53	ENSG00000125319
79739	TTLL7	ENSG00000137941
25858	TEX40	ENSG00000219435
26468	LHX6	ENSG00000106852
55106	SLFN12	ENSG00000172123
79598	CEP97	ENSG00000182504
6676	SPAG4	ENSG00000061656
10023	FRAT1	ENSG00000165879
23601	CLEC5A	ENSG00000258227
54858	PGPEP1	ENSG00000130517
53346	TM6SF1	ENSG00000136404
64925	CCDC71	ENSG00000177352
54551	MAGEL2	ENSG00000254585
55026	TMEM255A	ENSG00000125355
50632	CALY	ENSG00000130643
79845	RNF122	ENSG00000133874
54329	GPR85	ENSG00000164604
27158	NDOR1	ENSG00000188566
55663	ZNF446	ENSG00000083838
55785	FGD6	ENSG00000180263
23743	BHMT2	ENSG00000132840
79149	ZSCAN5A	ENSG00000131848
114625	ERMAP	ENSG00000164010
55096	EBLN2	ENSG00000255423
10817	FRS3	ENSG00000137218
27123	DKK2	ENSG00000155011
79148	MMP28	ENSG00000271447
11153	FICD	ENSG00000198855
28231	SLCO4A1	ENSG00000101187
51340	CRNKL1	ENSG00000101343
9427	ECEL1	ENSG00000171551
117247	SLC16A10	ENSG00000112394
80352	RNF39	ENSG00000204618
29063	ZCCHC4	ENSG00000168228
259266	ASPM	ENSG00000066279
80005	DOCK5	ENSG00000147459
4054	LTBP3	ENSG00000168056
80263	TRIM45	ENSG00000134253
9204	ZMYM6	ENSG00000163867
64208	POPDC3	ENSG00000132429
26256	CABYR	ENSG00000154040
79038	ZFYVE21	ENSG00000100711
11279	KLF8	ENSG00000102349
59349	KLHL12	ENSG00000117153
28965	SLC27A6	ENSG00000113396
51022	GLRX2	ENSG00000023572
6783	SULT1E1	ENSG00000109193
11096	ADAMTS5	ENSG00000154736
53836	GPR87	ENSG00000138271
29953	TRHDE	ENSG00000072657
9050	PSTPIP2	ENSG00000152229
7812	CSDE1	ENSG00000009307
55795	PCID2	ENSG00000126226
55266	TMEM19	ENSG00000139291
58498	MYL7	ENSG00000106631
79745	CLIP4	ENSG00000115295
29118	DDX25	ENSG00000109832
79784	MYH14	ENSG00000105357
50856	CLEC4A	ENSG00000111729
79799	UGT2A3	ENSG00000135220
79442	LRRC2	ENSG00000163827
26230	TIAM2	ENSG00000146426
55184	DZANK1	ENSG00000089091
57192	MCOLN1	ENSG00000090674
56672	AKIP1	ENSG00000166452
57733	GBA3	ENSG00000249948
54596	L1TD1	ENSG00000240563
11226	GALNT6	ENSG00000139629
55680	RUFY2	ENSG00000204130
55321	TMEM74B	ENSG00000125895
55034	MOCOS	ENSG00000075643
51377	UCHL5	ENSG00000116750
59272	ACE2	ENSG00000130234
51207	DUSP13	ENSG00000079393
54879	ST7L	ENSG00000007341
79917	MAGIX	ENSG00000269313
54971	BANP	ENSG00000172530
79922	MRM1	ENSG00000278619
51385	ZNF589	ENSG00000164048
55787	TXLNG	ENSG00000086712
54810	GIPC2	ENSG00000137960
64430	PCNX4	ENSG00000126773
79642	ARSJ	ENSG00000180801
55862	ECHDC1	ENSG00000093144
55301	OLAH	ENSG00000152463
51361	HOOK1	ENSG00000134709
23746	AIPL1	ENSG00000129221
51501	C11orf73	ENSG00000149196
80167	ABHD18	ENSG00000164074
84914	ZNF587	ENSG00000198466
57110	HRASLS	ENSG00000127252
9955	HS3ST3A1	ENSG00000153976
80724	ACAD10	ENSG00000111271
100288413	ERVMER34-1	ENSG00000226887
55182	RNF220	ENSG00000187147
56899	ANKS1B	ENSG00000185046
79733	E2F8	ENSG00000129173
56606	SLC2A9	ENSG00000109667
6866	TAC3	ENSG00000166863
64321	SOX17	ENSG00000164736
54518	APBB1IP	ENSG00000077420
79755	ZNF750	ENSG00000141579
140460	ASB7	ENSG00000183475
64708	COPS7B	ENSG00000144524
29094	LGALSL	ENSG00000119862
4122	MAN2A2	ENSG00000196547
8778	SIGLEC5	ENSG00000105501
23569	PADI4	ENSG00000159339
55083	KIF26B	ENSG00000162849
55282	LRRC36	ENSG00000159708
55510	DDX43	ENSG00000080007
53829	P2RY13	ENSG00000181631
79825	EFCC1	ENSG00000114654
79828	METTL8	ENSG00000123600
79834	PEAK1	ENSG00000173517
79836	LONRF3	ENSG00000175556
79000	AUNIP	ENSG00000127423
56605	ERO1B	ENSG00000086619
79852	EPHX3	ENSG00000105131
51334	PRR16	ENSG00000184838
54897	CASZ1	ENSG00000130940
79872	CBLL1	ENSG00000105879
63929	XPNPEP3	ENSG00000196236
79905	TMC7	ENSG00000170537
55713	ZNF334	ENSG00000198185
55911	APOBR	ENSG00000184730
57716	PRX	ENSG00000105227
10716	TBR1	ENSG00000136535
22802	CLCA4	ENSG00000016602
54922	RASIP1	ENSG00000105538
93	ACVR2B	ENSG00000114739
56957	OTUD7B	ENSG00000264522
79974	CPED1	ENSG00000106034
23225	NUP210	ENSG00000132182
55716	LMBR1L	ENSG00000139636
55906	ZC4H2	ENSG00000126970
80235	PIGZ	ENSG00000119227
59269	HIVEP3	ENSG00000127124
4241	MFI2	ENSG00000163975
63974	NEUROD6	ENSG00000164600
57018	CCNL1	ENSG00000163660
10913	EDAR	ENSG00000135960
80380	PDCD1LG2	ENSG00000197646
11092	C9orf9	ENSG00000165698
10942	PRSS21	ENSG00000007038
26277	TINF2	ENSG00000092330
9573	GDF3	ENSG00000184344
51561	IL23A	ENSG00000110944
57336	ZNF287	ENSG00000141040
58985	IL22RA1	ENSG00000142677
79018	GID4	ENSG00000141034
26228	STAP1	ENSG00000035720
55010	PARPBP	ENSG00000185480
54988	ACSM5	ENSG00000183549
51438	MAGEC2	ENSG00000046774
79807	GSTCD	ENSG00000138780
79809	TTC21B	ENSG00000123607
64102	TNMD	ENSG00000000005
64127	NOD2	ENSG00000167207
51332	SPTBN5	ENSG00000137877
29802	VPREB3	ENSG00000128218
51807	TUBA8	ENSG00000183785
79831	KDM8	ENSG00000155666
55142	HAUS2	ENSG00000137814
79848	CSPP1	ENSG00000104218
55200	PLEKHG6	ENSG00000008323
56172	ANKH	ENSG00000154122
79879	CCDC134	ENSG00000100147
84196	USP48	ENSG00000090686
55336	FBXL8	ENSG00000135722
51478	HSD17B7	ENSG00000132196
54866	PPP1R14D	ENSG00000166143
55195	C14orf105	ENSG00000100557
3070	HELLS	ENSG00000119969
64376	IKZF5	ENSG00000095574
53630	BCO1	ENSG00000135697
728	C5AR1	ENSG00000197405
79944	L2HGDH	ENSG00000087299
49860	CRNN	ENSG00000143536
11182	SLC2A6	ENSG00000160326
84168	ANTXR1	ENSG00000169604
63933	MCUR1	ENSG00000050393
54875	CNTLN	ENSG00000044459
54868	TMEM104	ENSG00000109066
54768	HYDIN	ENSG00000157423
51631	LUC7L2	ENSG00000146963
55867	SLC22A11	ENSG00000168065
668	FOXL2	ENSG00000183770
51023	MRPS18C	ENSG00000163319
27156	RSPH14	ENSG00000100218
29881	NPC1L1	ENSG00000015520
79696	ZC2HC1C	ENSG00000119703
9630	GNA14	ENSG00000156049
56000	NXF3	ENSG00000147206
57101	ANO2	ENSG00000047617
79722	ANKRD55	ENSG00000164512
84172	POLR1B	ENSG00000125630
55576	STAB2	ENSG00000136011
1008	CDH10	ENSG00000040731
3781	KCNN2	ENSG00000080709
79750	ZNF385D	ENSG00000151789
27033	ZBTB32	ENSG00000011590
64097	EPB41L4A	ENSG00000129595
55180	LINS1	ENSG00000140471
79772	MCTP1	ENSG00000175471
80255	SLC35F5	ENSG00000115084
8139	GAN	ENSG00000261609
27019	DNAI1	ENSG00000122735
29122	PRSS50	ENSG00000206549
54850	FBXL12	ENSG00000127452
79815	NIPAL2	ENSG00000104361
54937	SOHLH2	ENSG00000120669
53822	FXYD7	ENSG00000221946
29121	CLEC2D	ENSG00000069493
54959	ODAM	ENSG00000109205
11136	SLC7A9	ENSG00000021488
1412	CRYBA2	ENSG00000163499
54621	VSIG10	ENSG00000176834
9421	HAND1	ENSG00000113196
29947	DNMT3L	ENSG00000142182
29916	SNX11	ENSG00000002919
79864	C11orf63	ENSG00000109944
60484	HAPLN2	ENSG00000132702
55692	LUC7L	ENSG00000007392
63926	ANKEF1	ENSG00000132623
79884	MAP9	ENSG00000164114
51284	TLR7	ENSG00000196664
58516	FAM60A	ENSG00000139146
64577	ALDH8A1	ENSG00000118514
79919	C2orf54	ENSG00000172478
79632	FAM184A	ENSG00000111879
79946	C10orf95	ENSG00000120055
57089	ENTPD7	ENSG00000198018
65980	BRD9	ENSG00000028310
79645	EFCAB1	ENSG00000034239
51054	PLEKHA8P1	ENSG00000134297
56891	LGALS14	ENSG00000006659
79963	ABCA11P	ENSG00000251595
11133	KPTN	ENSG00000118162
54566	EPB41L4B	ENSG00000095203
64170	CARD9	ENSG00000187796
51725	FBXO40	ENSG00000163833
54891	INO80D	ENSG00000114933
26507	CNNM1	ENSG00000119946
55259	CASC1	ENSG00000118307
80008	TMEM156	ENSG00000121895
9457	FHL5	ENSG00000112214
55425	GPALPP1	ENSG00000133114
80067	DCAF17	ENSG00000115827
80127	BBOF1	ENSG00000119636
80131	LRRC8E	ENSG00000171017
80224	NUBPL	ENSG00000151413
64699	TMPRSS3	ENSG00000160183
126321	MFSD12	ENSG00000161091
64180	DPEP3	ENSG00000141096
80323	CCDC68	ENSG00000166510
79085	SLC25A23	ENSG00000125648
11162	NUDT6	ENSG00000170917
79923	NANOG	ENSG00000111704
57731	SPTBN4	ENSG00000160460
54825	CDHR2	ENSG00000074276
79689	STEAP4	ENSG00000127954
57338	JPH3	ENSG00000154118
11282	MGAT4B	ENSG00000161013
56287	GKN1	ENSG00000169605
79729	SH3D21	ENSG00000214193
79730	NSUN7	ENSG00000179299
55777	MBD5	ENSG00000204406
94025	MUC16	ENSG00000181143
50617	ATP6V0A4	ENSG00000105929
56648	EIF5A2	ENSG00000163577
64853	AIDA	ENSG00000186063
387893	KMT5A	ENSG00000183955
54542	RC3H2	ENSG00000056586
353500	BMP8A	ENSG00000183682
7179	TPTE	ENSG00000274391
79830	ZMYM1	ENSG00000197056
90522	YIF1B	ENSG00000167645
11093	ADAMTS13	ENSG00000160323
23615	PYY2	ENSG00000237575
57053	CHRNA10	ENSG00000129749
63892	THADA	ENSG00000115970
128553	TSHZ2	ENSG00000182463
7762	ZNF215	ENSG00000149054
79862	ZNF669	ENSG00000188295
56260	C8orf44	ENSG00000213865
64663	SPANXC	ENSG00000198573
55064	SPATA6L	ENSG00000106686
55073	LRRC37A4P	ENSG00000214425
79915	ATAD5	ENSG00000176208
54363	HAO1	ENSG00000101323
50805	IRX4	ENSG00000113430
79054	TRPM8	ENSG00000144481
23431	AP4E1	ENSG00000081014
51700	CYB5R2	ENSG00000166394
10842	PPP1R17	ENSG00000106341
79966	SCD5	ENSG00000145284
767	CA8	ENSG00000178538
55791	LRIF1	ENSG00000121931
55066	PDPR	ENSG00000090857
55975	KLHL7	ENSG00000122550
55002	TMCO3	ENSG00000150403
55762	ZNF701	ENSG00000167562
29068	ZBTB44	ENSG00000196323
51151	SLC45A2	ENSG00000164175
57118	CAMK1D	ENSG00000183049
57082	CASC5	ENSG00000137812
55968	NSFL1C	ENSG00000088833
23553	HYAL4	ENSG00000106302
57335	ZNF286A	ENSG00000187607
80231	CXorf21	ENSG00000120280
2178	FANCE	ENSG00000112039
64064	OXCT2	ENSG00000198754
79990	PLEKHH3	ENSG00000068137
55296	TBC1D19	ENSG00000109680
55146	ZDHHC4	ENSG00000136247
65989	DLK2	ENSG00000171462
9597	SMAD5-AS1	ENSG00000164621
9314	KLF4	ENSG00000136826
192666	KRT24	ENSG00000167916
79740	ZBBX	ENSG00000169064
56163	RNF17	ENSG00000132972
64800	EFCAB6	ENSG00000186976
54796	BNC2	ENSG00000173068
27190	IL17B	ENSG00000127743
79781	IQCA1	ENSG00000132321
50624	CUZD1	ENSG00000138161
79785	RERGL	ENSG00000111404
80319	CXXC4	ENSG00000168772
55693	KDM4D	ENSG00000186280
51127	TRIM17	ENSG00000162931
51281	ANKMY1	ENSG00000144504
6557	SLC12A1	ENSG00000074803
79608	RIC3	ENSG00000166405
79802	HHIPL2	ENSG00000143512
27120	DKKL1	ENSG00000104901
51104	ABHD17B	ENSG00000107362
54893	MTMR10	ENSG00000166912
56999	ADAMTS9	ENSG00000163638
51168	MYO15A	ENSG00000091536
55057	AIM1L	ENSG00000176092
54857	GDPD2	ENSG00000130055
79820	CATSPERB	ENSG00000133962
27012	KCNV1	ENSG00000164794
55635	DEPDC1	ENSG00000024526
386627	SAP30L-AS1	ENSG00000245275
55727	BTBD7	ENSG00000011114
54558	SPATA6	ENSG00000132122
79839	CCDC102B	ENSG00000150636
4117	MAK	ENSG00000111837
79849	PDZD3	ENSG00000172367
54714	CNGB3	ENSG00000170289
57506	MAVS	ENSG00000088888
54855	FAM46C	ENSG00000183508
51744	CD244	ENSG00000122223
25790	CFAP45	ENSG00000213085
55001	TTC22	ENSG00000006555
79861	TUBAL3	ENSG00000178462
29104	N6AMT1	ENSG00000156239
54854	FAM83E	ENSG00000105523
54112	GPR88	ENSG00000181656
57097	PARP11	ENSG00000111224
64067	NPAS3	ENSG00000151322
9227	LRAT	ENSG00000121207
55040	EPN3	ENSG00000049283
29116	MYLIP	ENSG00000007944
79930	DOK3	ENSG00000146094
79635	CCDC121	ENSG00000176714
56300	IL36G	ENSG00000136688
79935	CNTD2	ENSG00000105219
79940	LINC00472	ENSG00000233237
54457	TAF7L	ENSG00000102387
389136	VGLL3	ENSG00000206538
55005	RMND1	ENSG00000155906
64092	SAMSN1	ENSG00000155307
10858	CYP46A1	ENSG00000036530
10686	CLDN16	ENSG00000113946
54852	PAQR5	ENSG00000137819
26575	RGS17	ENSG00000091844
23491	CES3	ENSG00000172828
51206	GP6	ENSG00000088053
58157	NGB	ENSG00000165553
55103	RALGPS2	ENSG00000116191
25823	TPSG1	ENSG00000116176
80000	GREB1L	ENSG00000141449
51149	C5orf45	ENSG00000161010
80267	EDEM3	ENSG00000116406
27115	PDE7B	ENSG00000171408
56673	C11orf16	ENSG00000176029
80059	LRRTM4	ENSG00000176204
441024	MTHFD2L	ENSG00000163738
114818	KLHL29	ENSG00000119771
64772	ENGASE	ENSG00000167280
9310	ZNF235	ENSG00000159917
51554	ACKR4	ENSG00000129048
55199	FAM86C1	ENSG00000158483
55193	PBRM1	ENSG00000163939
10699	CORIN	ENSG00000145244
10110	SGK2	ENSG00000101049
55509	BATF3	ENSG00000123685
10777	ARPP21	ENSG00000172995
79725	THAP9	ENSG00000168152
64799	IQCH	ENSG00000103599
170679	PSORS1C1	ENSG00000204540
55821	ALLC	ENSG00000151360
64100	ELSPBP1	ENSG00000169393
79595	SAP130	ENSG00000136715
55671	PPP4R3A	ENSG00000100796
57602	USP36	ENSG00000055483
56996	SLC12A9	ENSG00000146828
54943	DNAJC28	ENSG00000177692
54798	DCHS2	ENSG00000197410
54813	KLHL28	ENSG00000179454
64922	LRRC19	ENSG00000184434
6954	TCP11	ENSG00000124678
29999	FSCN3	ENSG00000106328
58511	DNASE2B	ENSG00000137976
79822	ARHGAP28	ENSG00000088756
64240	ABCG5	ENSG00000138075
51314	NME8	ENSG00000086288
57158	JPH2	ENSG00000149596
27436	EML4	ENSG00000143924
11147	HHLA3	ENSG00000197568
60494	CCDC81	ENSG00000149201
79841	AGBL2	ENSG00000165923
79842	ZBTB3	ENSG00000185670
64641	EBF2	ENSG00000221818
51557	LGSN	ENSG00000146166
26281	FGF20	ENSG00000078579
55466	DNAJA4	ENSG00000140403
79854	LINC00115	ENSG00000225880
63970	TP53AIP1	ENSG00000120471
222487	ADGRG3	ENSG00000182885
7042	TGFB2	ENSG00000092969
79883	PODNL1	ENSG00000132000
10089	KCNK7	ENSG00000173338
29986	SLC39A2	ENSG00000165794
51806	CALML5	ENSG00000178372
51086	TNNI3K	ENSG00000116783
79895	ATP8B4	ENSG00000104043
51078	THAP4	ENSG00000176946
53347	UBASH3A	ENSG00000160185
29761	USP25	ENSG00000155313
79748	LMAN1L	ENSG00000140506
79908	BTNL8	ENSG00000113303
50613	UBQLN3	ENSG00000175520
26279	PLA2G2D	ENSG00000117215
7827	NPHS2	ENSG00000116218
152015	ROPN1B	ENSG00000114547
79025	C20orf195	ENSG00000125531
84033	OBSCN	ENSG00000154358
50489	CD207	ENSG00000116031
9348	NDST3	ENSG00000164100
79927	FAM110D	ENSG00000197245
28983	TMPRSS11E	ENSG00000087128
51302	CYP39A1	ENSG00000146233
79057	PRRG3	ENSG00000130032
79934	ADCK4	ENSG00000123815
55532	SLC30A10	ENSG00000196660
55908	ANGPTL8	ENSG00000130173
54814	QPCTL	ENSG00000011478
29124	LGALS13	ENSG00000105198
79962	DNAJC22	ENSG00000178401
25806	VAX2	ENSG00000116035
79230	ZNF557	ENSG00000130544
10164	CHST4	ENSG00000140835
11255	HRH3	ENSG00000101180
56660	KCNK12	ENSG00000184261
79444	BIRC7	ENSG00000101197
54896	PQLC2	ENSG00000040487
23539	SLC16A8	ENSG00000100156
55304	SPTLC3	ENSG00000172296
55095	SAMD4B	ENSG00000179134
114044	MCM3AP-AS1	ENSG00000215424
53919	SLCO1C1	ENSG00000139155
80034	CSRNP3	ENSG00000178662
80071	CCDC15	ENSG00000149548
80117	ARL14	ENSG00000179674
51272	BET1L	ENSG00000177951
80177	MYCT1	ENSG00000120279
89874	SLC25A21	ENSG00000183032
64078	SLC28A3	ENSG00000197506
55924	FAM212B	ENSG00000197852
29058	TMEM230	ENSG00000089063
80831	APOL5	ENSG00000128313
9464	HAND2	ENSG00000164107
10936	GPR75	ENSG00000119737
26297	SERGEF	ENSG00000129158
25897	RNF19A	ENSG00000034677
55283	MCOLN3	ENSG00000055732
55423	SIRPG	ENSG00000089012
84187	TMEM164	ENSG00000157600
54221	SNTG2	ENSG00000172554
54828	BCAS3	ENSG00000141376
57817	HAMP	ENSG00000105697
9381	OTOF	ENSG00000115155
1761	DMRT1	ENSG00000137090
79770	TXNDC15	ENSG00000113621
51266	CLEC1B	ENSG00000165682
7761	ZNF214	ENSG00000149050
10880	ACTL7B	ENSG00000148156
54752	FNDC8	ENSG00000073598
10881	ACTL7A	ENSG00000187003
6561	SLC13A1	ENSG00000081800
